2010,1,4,nan
2010,1,5,nan
2010,1,6,nan
2010,1,7,nan
2010,1,8,nan
2010,1,11,nan
2010,1,12,nan
2010,1,13,nan
2010,1,14,nan
2010,1,15,nan
2010,1,19,nan
2010,1,20,nan
2010,1,21,nan
2010,1,22,nan
2010,1,25,nan
2010,1,26,nan
2010,1,27,nan
2010,1,28,nan
2010,1,29,nan
2010,2,1,-1.8677077209899116
2010,2,2,-1.5907376385974257
2010,2,3,-1.2661139350340005
2010,2,4,-1.8185520204896786
2010,2,5,-1.4505287843505448
2010,2,8,-1.5354731970082272
2010,2,9,-1.1453631099240431
2010,2,10,-1.0523360564329807
2010,2,11,-0.84941384509074691
2010,2,12,-0.93967010843192755
2010,2,16,-0.33555424735435602
2010,2,17,0.039618322090710319
2010,2,18,0.73435522888557991
2010,2,19,0.58465039969745669
2010,2,22,0.54108982421873408
2010,2,23,-0.085641166378886163
2010,2,24,0.56722320146284655
2010,2,25,0.7065822714479183
2010,2,26,0.97895164931667533
2010,3,1,1.614585709303356
2010,3,2,0.28661786937576067
2010,3,3,0.27130213276413362
2010,3,4,0.64433615023816448
2010,3,5,0.47264749049126092
2010,3,8,0.50395237727552
2010,3,9,0.87558100904242553
2010,3,10,1.2529322672968659
2010,3,11,1.7391823274254923
2010,3,12,1.8162163743450939
2010,3,15,1.8990060974373904
2010,3,16,1.9070691123770895
2010,3,17,2.227204140576085
2010,3,18,1.8695306855012581
2010,3,19,1.5890460151407169
2010,3,22,1.4310435327034203
2010,3,23,1.8284593086323182
2010,3,24,1.187407197086799
2010,3,25,1.7102457351060754
2010,3,26,0.90588250225521016
2010,3,29,0.69112122051878477
2010,3,30,0.96814850908902084
2010,3,31,-0.14220135139517889
2010,4,1,-0.5405363770565611
2010,4,5,-0.40405697235717941
2010,4,6,-0.40939448677900975
2010,4,7,-0.45393068322550811
2010,4,8,1.556659475328553
2010,4,9,2.5347473729511281
2010,4,12,2.0630132282091913
2010,4,13,2.0498079398337787
2010,4,14,2.4055178979143639
2010,4,15,2.0836430588173229
2010,4,16,1.4852489093173347
2010,4,19,1.8546079071345782
2010,4,20,2.0008916452989407
2010,4,21,1.6932808693749071
2010,4,22,1.5621547583014745
2010,4,23,0.91138921566455655
2010,4,26,0.99638257878258762
2010,4,27,0.60330026153806227
2010,4,28,0.61553623965656623
2010,4,29,0.64809794585508085
2010,4,30,-0.072829346172750234
2010,5,3,0.3244110518984894
2010,5,4,-1.1353592597659001
2010,5,5,-1.9546179859797861
2010,5,6,-2.9787134097619883
2010,5,7,-2.9760430195684684
2010,5,10,-1.7998496444048351
2010,5,11,-1.6351468515287699
2010,5,12,-0.95881001883278716
2010,5,13,-1.0471232328199049
2010,5,14,-1.230754934684567
2010,5,17,-1.1009303020352399
2010,5,18,-1.1713716722247753
2010,5,19,-1.3684833352896888
2010,5,20,-2.0943914921839104
2010,5,21,-1.9903591653488562
2010,5,24,-2.0812095005218652
2010,5,25,-1.9219840252252025
2010,5,26,-2.2217670715503051
2010,5,27,-1.4480627511846742
2010,5,28,-1.4213920710202772
2010,6,1,-1.2584813459521627
2010,6,2,-0.8059376982088422
2010,6,3,-0.45519386370864706
2010,6,4,-1.1128330274463267
2010,6,7,-1.3145574817517509
2010,6,8,-1.2944426666519881
2010,6,9,-1.3585005225726317
2010,6,10,-1.1245510226177857
2010,6,11,-0.58677201779555221
2010,6,14,-0.6381862828107443
2010,6,15,0.42759344122174109
2010,6,16,0.33927802168773596
2010,6,17,0.64341303281435447
2010,6,18,0.86210408706909269
2010,6,21,0.14938188343471168
2010,6,22,-0.11494895910765748
2010,6,23,-0.82199590788953247
2010,6,24,-1.3410205580903289
2010,6,25,-1.8326548539977434
2010,6,28,-1.8538210345911783
2010,6,29,-2.4835774333263272
2010,6,30,-2.2838122882280825
2010,7,1,-1.874386932847435
2010,7,2,-1.5566804492581123
2010,7,6,-0.98087111968671781
2010,7,7,-0.52436189170049519
2010,7,8,-0.41599450012383243
2010,7,9,-0.49843850804073497
2010,7,12,0.0094897904641448368
2010,7,13,0.28037514143675418
2010,7,14,0.62904300857143802
2010,7,15,0.76590409354559941
2010,7,16,0.26012173236934033
2010,7,19,0.73263200645513971
2010,7,20,1.0826028288674545
2010,7,21,0.73295366921278848
2010,7,22,1.5115940643050658
2010,7,23,1.363128101595698
2010,7,26,1.4925959738433028
2010,7,27,1.3874129762403447
2010,7,28,1.0762170413469758
2010,7,29,1.0905941904381433
2010,7,30,0.78779926283116897
2010,8,2,1.4023742187653687
2010,8,3,1.1130861061861503
2010,8,4,0.37870430727374282
2010,8,5,-0.34739852727718645
2010,8,6,-0.1572664086679324
2010,8,9,-0.13752958572101334
2010,8,10,-1.4739723514135961
2010,8,11,-1.7689474601138437
2010,8,12,-2.156919169231446
2010,8,13,-2.0916340277816321
2010,8,16,-1.7123142384989478
2010,8,17,-1.0409153245759004
2010,8,18,-0.84626390019406739
2010,8,19,-1.3039667352907141
2010,8,20,-1.4436886578128729
2010,8,23,-1.2314817861133716
2010,8,24,-1.4270761248028554
2010,8,25,-1.2060153750051348
2010,8,26,-1.4561823638512921
2010,8,27,-1.1683344960338544
2010,8,30,-1.5072637380112412
2010,8,31,-1.6729631128601579
2010,9,1,-0.89427316333412521
2010,9,2,-0.7402608306843308
2010,9,3,0.0099540611962729703
2010,9,7,-0.65642510219504357
2010,9,8,-0.6395183379525502
2010,9,9,-0.35600479280833236
2010,9,10,-0.75458656534387425
2010,9,13,2.4202717745774693
2010,9,14,1.9155562134435777
2010,9,15,1.9336343193976371
2010,9,16,2.1126764516957337
2010,9,17,1.6786791478166219
2010,9,20,1.766820595788128
2010,9,21,1.1946553984758763
2010,9,22,0.33074804960333026
2010,9,23,0.030899243309355569
2010,9,24,0.50182682550045365
2010,9,27,0.3785074105354494
2010,9,28,0.22306760986871821
2010,9,29,-0.18188392109523083
2010,9,30,-0.26850066435555975
2010,10,1,-0.55962206973405393
2010,10,4,-1.4017119903646027
2010,10,5,-0.62317853636438814
