2008,1,9,50000.0
2008,1,10,50043.0
2008,1,11,50072.0
2008,1,14,50088.0
2008,1,15,50059.0
2008,1,16,50111.0
2008,1,17,50114.0
2008,1,18,50168.0
2008,1,22,50154.0
2008,1,23,50232.0
2008,1,24,50278.0
2008,1,25,50507.0
2008,1,28,50702.0
2008,1,29,50729.0
2008,1,30,50721.0
2008,1,31,50721.0
2008,2,1,50721.0
2008,2,4,50721.0
2008,2,5,50721.0
2008,2,6,50721.0
2008,2,7,50721.0
2008,2,8,50721.0
2008,2,11,50721.0
2008,2,12,50721.0
2008,2,13,50721.0
2008,2,14,50721.0
2008,2,15,50721.0
2008,2,19,50721.0
2008,2,20,50721.0
2008,2,21,50721.0
2008,2,22,50721.0
2008,2,25,50721.0
2008,2,26,50721.0
2008,2,27,50721.0
2008,2,28,50721.0
2008,2,29,50721.0
2008,3,3,50660.0
2008,3,4,50706.0
2008,3,5,50741.0
2008,3,6,50710.0
2008,3,7,50648.0
2008,3,10,50630.0
2008,3,11,50660.0
2008,3,12,50640.0
2008,3,13,50610.0
2008,3,14,50613.0
2008,3,17,50577.0
2008,3,18,50629.0
2008,3,19,50552.0
2008,3,20,50718.0
2008,3,24,50725.0
2008,3,25,50704.0
2008,3,26,50675.0
2008,3,27,50671.0
2008,3,28,50647.0
2008,3,31,50658.0
2008,4,1,50701.0
2008,4,2,50729.0
2008,4,3,50736.0
2008,4,4,50733.0
2008,4,7,50733.0
2008,4,8,50733.0
2008,4,9,50733.0
2008,4,10,50733.0
2008,4,11,50733.0
2008,4,14,50733.0
2008,4,15,50725.0
2008,4,16,50754.0
2008,4,17,50766.0
2008,4,18,50758.0
2008,4,21,50761.0
2008,4,22,50761.0
2008,4,23,50757.0
2008,4,24,50768.0
2008,4,25,50771.0
2008,4,28,50765.0
2008,4,29,50767.0
2008,4,30,50767.0
2008,5,1,50793.0
2008,5,2,50787.0
2008,5,5,50824.0
2008,5,6,50883.0
2008,5,7,50862.0
2008,5,8,50878.0
2008,5,9,50812.0
2008,5,12,50869.0
2008,5,13,50814.0
2008,5,14,50869.0
2008,5,15,50869.0
2008,5,16,50869.0
2008,5,19,50869.0
2008,5,20,50869.0
2008,5,21,50869.0
2008,5,22,50869.0
2008,5,23,50869.0
2008,5,27,50869.0
2008,5,28,50869.0
2008,5,29,50869.0
2008,5,30,50869.0
2008,6,2,50869.0
2008,6,3,50869.0
2008,6,4,50869.0
2008,6,5,50869.0
2008,6,6,50869.0
2008,6,9,50858.0
2008,6,10,50841.0
2008,6,11,50828.0
2008,6,12,50870.0
2008,6,13,50902.0
2008,6,16,50925.0
2008,6,17,50935.0
2008,6,18,50898.0
2008,6,19,50863.0
2008,6,20,51004.0
2008,6,23,50872.0
2008,6,24,50870.0
2008,6,25,50908.0
2008,6,26,50900.0
2008,6,27,50890.0
2008,6,30,50847.0
2008,7,1,50853.0
2008,7,2,50817.0
2008,7,3,50739.0
2008,7,7,50697.0
2008,7,8,50856.0
2008,7,9,50782.0
2008,7,10,50835.0
2008,7,11,50827.0
2008,7,14,50741.0
2008,7,15,50807.0
2008,7,16,51092.0
2008,7,17,51201.0
2008,7,18,51215.0
2008,7,21,51167.0
2008,7,22,51167.0
2008,7,23,51167.0
2008,7,24,51167.0
2008,7,25,51161.0
2008,7,28,51132.0
2008,7,29,51158.0
2008,7,30,51140.0
2008,7,31,51136.0
2008,8,1,51136.0
2008,8,4,51136.0
2008,8,5,51136.0
2008,8,6,51113.0
2008,8,7,51100.0
2008,8,8,51131.0
2008,8,11,51141.0
2008,8,12,51127.0
2008,8,13,51127.0
2008,8,14,51127.0
2008,8,15,51127.0
2008,8,18,51127.0
2008,8,19,51057.0
2008,8,20,51042.0
